1	0.0
2	1.0
3	2.0
4	3.0
5	3.0
6	3.0
7	3.0
8	3.0
9	3.0
10	3.0
11	3.0
12	3.0
13	3.0
14	3.0
15	3.0
16	3.0
17	3.0
18	3.0
19	3.0
20	3.0
21	3.0
22	2.95
23	2.95
24	2.95
25	2.95
26	2.95
27	2.95
28	2.95
29	2.95
30	2.95
31	2.95
32	2.95
33	2.95
34	2.95
35	2.95
36	2.95
37	2.9
38	2.9
39	2.9
40	2.9
41	2.9
42	2.9
43	3.9
44	3.85
45	3.85
46	3.85
47	3.85
48	3.85
49	3.85
50	3.85
51	3.85
52	3.85
53	3.85
54	3.85
55	3.85
56	3.85
57	3.85
58	3.85
59	3.8
60	3.8
61	3.8
62	3.8
63	3.75
64	3.75
65	3.75
66	3.75
67	3.75
68	3.75
69	3.75
70	3.75
71	3.75
72	3.75
73	3.75
74	3.75
75	3.75
76	4.75
77	4.75
78	4.75
79	4.75
80	4.75
81	4.75
82	4.75
83	4.7
84	4.65
85	4.6
86	4.6
87	4.6
88	4.6
89	4.6
90	4.6
91	4.6
92	4.6
93	4.6
94	4.6
95	4.6
96	4.55
97	4.55
98	4.5
99	4.45
100	4.45
101	4.45
102	4.45
103	4.45
104	4.45
105	4.45
106	4.45
107	4.45
108	4.45
109	5.45
110	5.45
111	5.45
112	5.45
113	5.45
114	5.45
115	5.45
116	5.45
117	5.45
118	5.4
119	5.4
120	5.4
121	5.4
122	5.4
123	5.4
124	5.35
125	5.3
126	5.3
127	5.3
128	5.3
129	5.25
130	5.25
131	5.25
132	5.25
133	5.25
134	5.25
135	5.25
136	5.25
137	5.25
138	5.25
139	5.25
140	5.25
141	5.25
142	5.45
143	5.65
144	5.65
145	5.65
146	5.65
147	5.65
148	5.65
149	5.65
150	5.65
151	5.6
152	5.6
153	5.6
154	5.6
155	5.6
156	5.6
157	5.55
158	5.5
159	5.5
160	5.5
161	5.5
162	5.45
163	5.45
164	5.45
165	5.45
166	5.45
167	5.45
168	5.45
169	5.45
170	5.45
171	5.45
172	5.45
173	5.45
174	5.45
175	5.45
176	5.45
177	5.4
178	5.4
179	5.4
180	5.4
181	5.4
182	5.4
183	5.6
184	5.55
185	5.55
186	5.55
187	5.55
188	5.55
189	5.55
190	5.5
191	5.45
192	5.45
193	5.45
194	5.45
195	5.45
196	5.45
197	5.45
198	5.45
199	5.4
200	5.4
201	5.4
202	5.4
203	5.35
204	5.35
205	5.35
206	5.35
207	5.35
208	5.35
209	5.35
210	5.35
211	5.35
212	5.35
213	5.35
214	5.35
215	5.35
216	5.55
217	5.55
218	5.55
219	5.55
220	5.55
221	5.55
222	5.55
223	5.5
224	5.45
225	5.4
226	5.4
227	5.4
228	5.4
229	5.4
230	5.4
231	5.4
232	5.4
233	5.4
234	5.4
235	5.4
236	5.35
237	5.35
238	5.3
239	5.25
240	5.25
241	5.25
242	5.25
243	5.25
244	5.25
245	5.25
246	5.25
247	5.25
248	5.25
249	5.45
250	5.45
251	5.45
252	5.45
253	5.45
254	5.45
255	5.45
256	5.45
257	5.45
258	5.4
259	5.4
260	5.4
261	5.4
262	5.4
263	5.4
264	5.35
265	5.3
266	5.3
267	5.3
268	5.3
269	5.25
270	5.25
271	5.25
272	5.25
273	5.25
274	5.25
275	5.25
276	5.25
277	5.25
278	5.25
279	5.25
280	5.25
281	5.25
282	5.45
283	5.65
284	5.65
285	5.65
286	5.65
287	5.65
288	5.65
289	5.65
290	5.65
291	5.6
292	5.6
293	5.6
294	5.6
295	5.6
296	5.6
297	5.55
298	5.5
299	5.5
300	5.5
301	5.5
302	5.45
303	5.45
304	5.45
305	5.45
306	5.45
307	5.45
308	5.45
309	5.45
310	5.45
311	5.45
312	5.45
313	5.45
314	5.45
315	5.45
316	5.45
317	5.4
318	5.4
319	5.4
320	5.4
321	5.4
322	5.4
323	5.6
324	5.55
325	5.55
326	5.55
327	5.55
328	5.55
329	5.55
330	5.5
331	5.45
332	5.45
333	5.45
334	5.45
335	5.45
336	5.45
337	5.45
338	5.45
339	5.4
340	5.4
341	5.4
342	5.4
343	5.35
344	5.35
345	5.35
346	5.35
347	5.35
348	5.35
349	5.35
350	5.35
351	5.35
352	5.35
353	5.35
354	5.35
355	5.35
356	5.55
357	5.55
358	5.55
359	5.55
360	5.55
361	5.55
362	5.55
363	5.5
364	5.45
365	5.4
366	5.4
367	5.4
368	5.4
369	5.4
370	5.4
371	5.4
372	5.4
373	5.4
374	5.4
375	5.4
376	5.35
377	5.35
378	5.3
379	5.25
380	5.25
381	5.25
382	5.25
383	5.25
384	5.25
385	5.25
386	5.25
387	5.25
388	5.25
389	5.45
390	5.45
391	5.45
392	5.45
393	5.45
394	5.45
395	5.45
396	5.45
397	5.45
398	5.4
399	5.4
400	5.4
401	5.4
402	5.4
403	5.4
404	5.35
405	5.3
406	5.3
407	5.3
408	5.3
409	5.25
410	5.25
411	5.25
412	5.25
413	5.25
414	5.25
415	5.25
416	5.25
417	5.25
418	5.25
419	5.25
420	5.25
421	5.25
422	5.45
423	5.65
424	5.65
425	5.65
426	5.65
427	5.65
428	5.65
429	5.65
430	5.65
431	5.6
432	5.6
433	5.6
434	5.6
435	5.6
436	5.6
437	5.55
438	5.5
439	5.5
440	5.5
441	5.5
442	5.45
443	5.45
444	5.45
445	5.45
446	5.45
447	5.45
448	5.45
449	5.45
450	5.45
451	5.45
452	5.45
453	5.45
454	5.45
455	5.45
456	5.45
457	5.4
458	5.4
459	5.4
460	5.4
461	5.4
462	5.4
463	5.6
464	5.55
465	5.55
466	5.55
467	5.55
468	5.55
469	5.55
470	5.5
471	5.45
472	5.45
