1	0.0
2	1.0
3	2.0
4	3.0
5	3.0
6	3.0
7	3.0
8	2.9
9	2.9
10	2.9
11	2.9
12	2.9
13	2.9
14	2.9
15	2.9
16	2.9
17	2.9
18	2.9
19	2.9
20	2.9
21	2.9
22	2.9
23	2.8
24	2.8
25	2.8
26	2.8
27	2.8
28	2.8
29	2.8
30	2.8
31	2.8
32	2.8
33	2.8
34	2.8
35	2.8
36	2.8
37	2.8
38	2.8
39	2.8
40	2.8
41	2.8
42	2.8
43	3.8
44	3.8
45	3.8
46	3.8
47	3.8
48	3.8
49	3.7
50	3.7
51	3.7
52	3.7
53	3.7
54	3.7
55	3.7
56	3.7
57	3.7
58	3.7
59	3.7
60	3.7
61	3.7
62	3.7
63	3.7
64	3.7
65	3.7
66	3.7
67	3.7
68	3.7
69	3.65
70	3.65
71	3.65
72	3.65
73	3.65
74	3.65
75	3.65
76	4.65
77	4.65
78	4.65
79	4.65
80	4.65
81	4.65
82	4.55
83	4.55
84	4.5
85	4.5
86	4.5
87	4.5
88	4.5
89	4.5
90	4.5
91	4.5
92	4.5
93	4.5
94	4.5
95	4.5
96	4.5
97	4.5
98	4.5
99	4.5
100	4.5
101	4.5
102	4.5
103	4.5
104	4.5
105	4.5
106	4.5
107	4.5
108	4.5
109	5.5
110	5.45
111	5.45
112	5.45
113	5.45
114	5.45
115	5.35
116	5.35
117	5.35
118	5.35
119	5.3
120	5.3
121	5.3
122	5.3
123	5.3
124	5.3
125	5.3
126	5.3
127	5.3
128	5.3
129	5.3
130	5.3
131	5.3
132	5.3
133	5.3
134	5.25
135	5.25
136	5.25
137	5.25
138	5.25
139	5.25
140	5.25
141	5.45
142	5.6
143	5.7
144	5.8
145	5.8
146	5.7
147	5.7
148	5.7
149	5.7
150	5.7
151	5.7
152	5.7
153	5.7
154	5.7
155	5.7
156	5.7
157	5.7
158	5.7
159	5.7
160	5.7
161	5.7
162	5.7
163	5.7
164	5.7
165	5.7
166	5.7
167	5.7
168	5.7
169	5.7
170	5.7
171	5.7
172	5.7
173	5.7
174	5.7
175	5.7
176	5.7
177	5.7
178	5.7
179	5.7
180	5.7
181	5.7
182	5.7
183	5.7
184	5.7
185	5.7
186	5.7
187	5.7
188	5.7
189	5.7
190	5.7
191	5.7
192	5.7
193	5.7
194	5.65
195	5.65
196	5.65
197	5.65
198	5.65
199	5.65
200	5.65
201	5.65
202	5.65
203	5.65
204	5.65
205	5.65
206	5.65
207	5.6
208	5.6
209	5.6
210	5.6
211	5.6
212	5.6
213	5.6
214	5.6
215	5.6
216	5.6
217	5.6
218	5.55
219	5.55
220	5.5
221	5.5
222	5.5
223	5.5
224	5.5
225	5.5
226	5.45
227	5.45
228	5.45
229	5.45
230	5.45
231	5.45
232	5.45
233	5.45
234	5.45
235	5.45
236	5.45
237	5.45
238	5.45
239	5.45
240	5.45
241	5.4
242	5.4
243	5.4
244	5.4
245	5.4
246	5.4
247	5.4
248	5.4
249	5.4
250	5.4
251	5.4
252	5.4
253	5.4
254	5.4
255	5.4
256	5.4
257	5.35
258	5.35
259	5.35
260	5.35
261	5.35
262	5.35
263	5.35
264	5.35
265	6.35
266	6.35
267	7.35
268	7.25
269	7.15
270	7.05
271	7.05
272	6.95
273	6.95
274	6.95
275	6.95
276	6.95
277	6.95
278	6.9
279	6.9
280	6.9
281	6.9
282	6.9
283	6.9
284	6.9
285	6.9
286	6.9
287	6.8
288	6.8
289	6.8
290	6.8
291	6.8
292	6.8
293	6.8
294	6.8
295	6.8
296	6.8
297	6.8
298	6.8
299	6.8
300	6.8
301	6.8
302	6.8
303	6.8
304	6.8
305	6.8
306	6.8
307	6.9
308	6.9
309	6.9
310	6.9
311	6.9
312	6.9
313	6.8
314	6.8
315	6.8
316	6.8
317	6.75
318	6.75
319	6.75
320	6.75
321	6.75
322	6.75
323	6.75
324	6.75
325	6.75
326	6.75
327	6.75
328	6.75
329	6.75
330	6.7
331	6.65
332	6.65
333	6.6
334	6.6
335	6.55
336	6.55
337	6.55
338	6.55
339	6.55
340	6.7
341	6.65
342	6.65
343	6.6
344	6.6
345	6.6
346	6.5
347	6.5
348	6.45
349	6.4
350	6.4
351	6.4
352	6.4
353	6.4
354	6.4
355	6.4
356	6.4
357	6.4
358	6.4
359	6.4
360	6.4
361	6.4
362	6.4
363	6.35
364	6.3
365	6.3
366	6.3
367	6.3
368	6.3
369	6.3
370	6.3
371	6.3
372	6.3
373	6.45
374	6.4
375	6.4
376	6.4
377	6.4
378	6.4
379	6.3
380	6.3
381	6.3
382	6.3
383	6.25
384	6.25
385	6.25
386	6.25
387	6.25
388	6.25
389	6.25
390	6.25
391	6.25
392	6.25
393	6.25
394	6.25
395	6.2
396	6.2
397	6.2
398	6.15
399	6.15
400	6.15
401	6.1
402	6.1
403	6.1
404	6.1
405	6.3
406	6.4
407	6.5
408	6.6
409	6.6
410	6.5
411	6.5
412	6.5
413	6.5
414	6.5
415	6.5
416	6.5
417	6.5
418	6.5
419	6.5
420	6.5
421	6.5
422	6.5
423	6.5
424	6.5
425	6.45
426	6.45
427	6.45
428	6.4
429	6.4
430	6.4
431	6.4
432	6.4
433	6.4
434	6.4
435	6.4
436	6.4
437	6.4
438	6.4
439	6.4
440	6.4
441	6.4
442	6.4
443	6.4
444	6.4
445	6.4
446	6.4
447	6.4
448	6.4
449	6.35
450	6.35
451	6.35
452	6.35
453	6.35
454	6.35
455	6.35
456	6.35
457	6.35
458	6.25
459	6.25
460	6.25
461	6.25
462	6.25
463	6.25
464	6.25
465	6.25
466	6.25
467	6.25
468	6.25
469	6.25
470	6.25
471	6.2
472	6.2
